access_route,access_status,acquisition_binary_status,acquisition_link_level,acquisition_record_id,acquisition_web_status,action_needed,alternate_official_sources,alternate_title,authority_note,availability_note,case_number,case_status,channel_id,citation,collection_name,committee,contributor,country,country_scope,court,coverage_end,coverage_start,custodian_or_owner,data_version,database,date_published,description,description_basis,description_source_url,direct_url,ema_priority,environmental_relationship,format,gazette_section,geography,harvest_checked,has_direct_url,has_request_pathway,has_source_pathway,has_source_url,host_agency,id,international_scope_type,is_internal_ema_record,issuer,keyword_common_group,keyword_discretionary,keyword_unique,keywords,km_value,knowledge_area,legacy_register_id,map_candidate,media_type,notes,original_title,parliament,parliament_period,priority,privacy_handling,programme_area,programme_area_original,project_id,record_category,record_set,record_type,record_type_original,record_type_simplified,reference_period,repository_or_body,request_agency,request_url,search_text,series,short_title,source_agency,source_family,source_label,source_level,source_page_url,source_placeholder,source_record_id,source_reliability,source_status,source_type,source_url,summary_snippet,tags,theme,title,year,youtube_video_id
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Legal Services / relevant technical unit,2026.08.27.4,documents,,Legal instrument catalogued by the register under Cross-cutting.,Record metadata; no legal interpretation added,,,,,,Section 8(1)(a)(i),,,False,True,True,False,,EMA-KM-0001,,False,,ema | environmental management | governance | foia | public statement,law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom,ema | environmental management | governance | foia | public statement | freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom | law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,Legal reference — verify source text,"Environmental Governance, Law & Policy",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Cross-cutting,Cross-cutting,,Legislation / Legal Instrument,Document Access Register,Legislation / Legal Instrument,Legislation / Legal Instrument,Legislation & Legal Instrument,,,,,Freedom of Information Act (FOIA) freedom of information act chap 22 02 cross cutting legislation legal instrument section 8 1 a i held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre ema environmental management governance foia public statement freedom of information act chap 22 02 ema km 0001 freedom information freedom information act freedom law legal notice statutory instrument rules regulations compliance reference held by ema ema information centre request access gazette confirmed information centre request,,Freedom of Information Act (FOIA),,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Freedom of Information Act, Chap. 22:02",,
EMA website / CBD repository,open_online,,,,,Capture document metadata and local inventory state,"{'label': 'CBD Trinidad and Tobago country profile', 'url': 'https://www.cbd.int/countries?country=tt'}",,,,,,,,,,,,,,,,Biodiversity / EAC,2026.08.27.4,documents,,Policy / Strategy catalogued under Biodiversity.,Record metadata,https://www.ema.co.tt/ema-legal/ema-policies/,https://www.cbd.int/doc/world/tt/tt-nbsap-v2-en.pdf,,,,Section 7 publications / Section 9,,,True,False,True,True,,EMA-KM-0102,,False,,biodiversity | species conservation | ecosystem services | habitat management | protected area,strategic framework | implementation priorities | governance | national direction | section 7 publications section 9 | public external ema policy page listing | ema website cbd repository | un cbd | biodiversity eac | national biodiversity strategy action plan index 1,national biodiversity strategy action plan | ema km 0102 | biodiversity strategy | biodiversity strategy action | policy strategy,biodiversity | species conservation | ecosystem services | habitat management | protected area | national biodiversity strategy action plan | ema km 0102 | biodiversity strategy | biodiversity strategy action | policy strategy | strategic framework | implementation priorities | governance | national direction | section 7 publications section 9 | public external ema policy page listing | ema website cbd repository | un cbd | biodiversity eac | national biodiversity strategy action plan index 1,Biodiversity strategy and statutory reporting,"Biodiversity, Ecosystems & Protected Areas",,,,,,,,High,,Biodiversity,Biodiversity,,Policy / Strategy,Document Access Register,Policy / Strategy,Policy / Strategy,"Policy, Strategy & Plan",,,,,National Biodiversity Strategy Action Plan national biodiversity strategy action plan biodiversity policy strategy section 7 publications section 9 public external ema policy page listing ema website cbd repository biodiversity species conservation ecosystem services habitat management protected area national biodiversity strategy action plan ema km 0102 biodiversity strategy biodiversity strategy action policy strategy strategic framework implementation priorities governance national direction section 7 publications section 9 public external ema policy page listing ema website cbd repository un cbd biodiversity eac national biodiversity strategy action plan index 1,,National Biodiversity Strategy Action Plan,,,,EMA,,,,UN / CBD,Public external / EMA policy page listing,public_or_external_link,https://www.ema.co.tt/ema-legal/ema-policies/,,,,National Biodiversity Strategy Action Plan,,
UNFCCC repository,open_online,,,,,Capture document metadata and local inventory state,"{'label': 'UNFCCC country reporting repository', 'url': 'https://unfccc.int/reports?f%5B0%5D=corporate_author%3A117'}",,,,,,,,,,,,,,,,Climate / EAC,2026.08.27.4,documents,,International Convention Report catalogued under Climate Change.,Record metadata,https://unfccc.int/documents/144773,https://unfccc.int/documents/144773,,,,Section 7 publications / Section 9(1)(c),,,True,False,True,True,,EMA-KM-0103,,False,,climate change | unfccc | greenhouse gases | mitigation | adaptation,convention report | mea | national communication | treaty reporting | international convention report | section 7 publications section 9 1 c | public external | unfccc repository | climate eac | initial national communication of trinidad and tobago under the unfccc march 2001 index 1,initial national communication of trinidad and tobago under the unfccc march 2001 | ema km 0103 | initial communication | initial communication unfccc | international report,climate change | unfccc | greenhouse gases | mitigation | adaptation | initial national communication of trinidad and tobago under the unfccc march 2001 | ema km 0103 | initial communication | initial communication unfccc | international report | convention report | mea | national communication | treaty reporting | international convention report | section 7 publications section 9 1 c | public external | unfccc repository | climate eac | initial national communication of trinidad and tobago under the unfccc march 2001 index 1,Climate reporting baseline,Climate Change & Resilience,,,,,,,,High,,Climate Change,Climate Change,,International Convention Report,Document Access Register,International Convention Report,International Convention Report,Technical / Research Report,,,,,Initial National Communication of Trinidad and Tobago under the UNFCCC initial national communication of trinidad and tobago under the unfccc march 2001 climate change international convention report section 7 publications section 9 1 c public external unfccc repository climate change unfccc greenhouse gases mitigation adaptation initial national communication of trinidad and tobago under the unfccc march 2001 ema km 0103 initial communication initial communication unfccc international report convention report mea national communication treaty reporting international convention report section 7 publications section 9 1 c public external unfccc repository climate eac initial national communication of trinidad and tobago under the unfccc march 2001 index 1,,Initial National Communication of Trinidad and Tobago under the UNFCCC,,,,EMA,,,,UNFCCC,Public external,public_or_external_link,https://unfccc.int/documents/144773,,,,"Initial National Communication of Trinidad and Tobago under the UNFCCC, March 2001",2001,
UNFCCC repository,open_online,,,,,Capture document metadata and local inventory state,"{'label': 'UNFCCC country reporting repository', 'url': 'https://unfccc.int/reports?f%5B0%5D=corporate_author%3A117'}",,,Direct issuing-institution document link recovered from the 2026-08-27 acquisition manifest; original source/profile context remains authoritative.,,,,,,,,,,,,,Climate / EAC,2026.08.27.4,documents,,International Convention Report catalogued under Climate Change.,Record metadata,https://unfccc.int/documents/144774,https://unfccc.int/sites/default/files/resource/Second%20National%20Communication%20of%20the%20GORTT%20to%20the%20UNFCCC_final.pdf,,,,Section 9(1)(c),,,True,False,True,True,,EMA-KM-0104,,False,,climate change | unfccc | greenhouse gases | mitigation | adaptation,convention report | mea | national communication | treaty reporting | international convention report | section 9 1 c | public external | unfccc repository | climate eac | second national communication of trinidad and tobago under the unfccc 2013 index 1,second national communication of trinidad and tobago under the unfccc 2013 | ema km 0104 | second communication | second communication unfccc | international report,climate change | unfccc | greenhouse gases | mitigation | adaptation | second national communication of trinidad and tobago under the unfccc 2013 | ema km 0104 | second communication | second communication unfccc | international report | convention report | mea | national communication | treaty reporting | international convention report | section 9 1 c | public external | unfccc repository | climate eac | second national communication of trinidad and tobago under the unfccc 2013 index 1,Climate reporting baseline,Climate Change & Resilience,,,,,,,,High,,Climate Change,Climate Change,,International Convention Report,Document Access Register,International Convention Report,International Convention Report,Technical / Research Report,,,,,"Second National Communication of Trinidad and Tobago under the UNFCCC, 2013 second national communication of trinidad and tobago under the unfccc 2013 climate change international convention report section 9 1 c public external unfccc repository climate change unfccc greenhouse gases mitigation adaptation second national communication of trinidad and tobago under the unfccc 2013 ema km 0104 second communication second communication unfccc international report convention report mea national communication treaty reporting international convention report section 9 1 c public external unfccc repository climate eac second national communication of trinidad and tobago under the unfccc 2013 index 1",,"Second National Communication of Trinidad and Tobago under the UNFCCC, 2013",,,,EMA,,,,UNFCCC,Public external,public_or_external_link,https://unfccc.int/documents/144774,,,,"Second National Communication of Trinidad and Tobago under the UNFCCC, 2013",2013,
EMA website / Information Centre,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Publication catalogued under Public Education / Sustainable Business.,Record metadata,https://www.ema.co.tt/ema-legal/ema-policies/,,,,,Section 7 publications,,,False,False,True,True,,EMA-KM-0105,,False,,public education | green business | sustainable business | environmental awareness | private sector,awareness material | ema publication | outreach | public education sustainable business | section 7 publications | information centre website to verify | ema website information centre | official ema | public education eac | green business index 1,ema km 0105 | green | business | green business search term 1 | publication,public education | green business | sustainable business | environmental awareness | private sector | ema km 0105 | green | business | green business search term 1 | publication | awareness material | ema publication | outreach | public education sustainable business | section 7 publications | information centre website to verify | ema website information centre | official ema | public education eac | green business index 1,Public education and business engagement,"Education, Participation & Partnerships",,,,,,,,Low,,Public Education / Sustainable Business,Public Education / Sustainable Business,,Publication,Document Access Register,Publication,Publication,Technical / Research Report,,,,,Green Business green business public education sustainable business publication section 7 publications information centre website to verify ema website information centre public education green business sustainable business environmental awareness private sector ema km 0105 green business green business search term 1 publication awareness material ema publication outreach public education sustainable business section 7 publications information centre website to verify ema website information centre official ema public education eac green business index 1,,Green Business,,,,EMA,,,,Official EMA,Information Centre / website to verify,public_or_external_link,https://www.ema.co.tt/ema-legal/ema-policies/,,,,Green Business,,
EMA website / Information Centre,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Biodiversity / Public Education,2026.08.27.4,documents,,Publication catalogued under Biodiversity/ESA.,Record metadata,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,,Section 7 publications,,,False,False,True,True,,EMA-KM-0106,,False,,biodiversity | environmentally sensitive area | protected area | habitat management | species conservation,publication | public education | awareness material | ema publication | outreach | biodiversity esa | section 7 publications | information centre website to verify | ema website information centre | official ema,matura national park an environmentally sensitive area | ema km 0106 | esa | matura park | matura park environmentally,biodiversity | environmentally sensitive area | protected area | habitat management | species conservation | matura national park an environmentally sensitive area | ema km 0106 | esa | matura park | matura park environmentally | publication | public education | awareness material | ema publication | outreach | biodiversity esa | section 7 publications | information centre website to verify | ema website information centre | official ema,ESA public education,"Biodiversity, Ecosystems & Protected Areas",,,,,,,,Medium,,Biodiversity/ESA,Biodiversity/ESA,,Publication,Document Access Register,Publication,Publication,Technical / Research Report,,,,,Matura National Park: An Environmentally Sensitive Area matura national park an environmentally sensitive area biodiversity esa publication section 7 publications information centre website to verify ema website information centre biodiversity environmentally sensitive area protected area habitat management species conservation matura national park an environmentally sensitive area ema km 0106 esa matura park matura park environmentally publication public education awareness material ema publication outreach biodiversity esa section 7 publications information centre website to verify ema website information centre official ema,,Matura National Park: An Environmentally Sensitive Area,,,,EMA,,,,Official EMA,Information Centre / website to verify,public_or_external_link,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,Matura National Park: An Environmentally Sensitive Area,,
EMA website,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Activity Booklet catalogued under Public Education / Forests.,Record metadata,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,,Section 7 publications,,,False,False,True,True,,EMA-KM-0107,,False,,public education | forests | activity booklet | environmental awareness | students,children | public education forests | section 7 publications | official ema page found | ema website | official ema | public education eac | public education resource | low | forests and you activity booklet index 1,forests and you activity booklet | ema km 0107 | forests you | forests you activity | student resource,public education | forests | activity booklet | environmental awareness | students | forests and you activity booklet | ema km 0107 | forests you | forests you activity | student resource | children | public education forests | section 7 publications | official ema page found | ema website | official ema | public education eac | public education resource | low | forests and you activity booklet index 1,Public education resource,"Education, Participation & Partnerships",,,,,,,,Low,,Public Education / Forests,Public Education / Forests,,Activity Booklet,Document Access Register,Activity Booklet,Activity Booklet,Guidance / Procedure / Form,,,,,Forests and You: Activity Booklet forests and you activity booklet public education forests activity booklet section 7 publications official ema page found ema website public education forests activity booklet environmental awareness students forests and you activity booklet ema km 0107 forests you forests you activity student resource children public education forests section 7 publications official ema page found ema website official ema public education eac public education resource low forests and you activity booklet index 1,,Forests and You: Activity Booklet,,,,EMA,,,,Official EMA,Official EMA page found,public_or_external_link,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,Forests and You: Activity Booklet,,
EMA website / Information Centre,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Activity Booklet catalogued under Public Education / Wetlands.,Record metadata,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,,Section 7 publications,,,False,False,True,True,,EMA-KM-0108,,False,,public education | wetlands | activity booklet | environmental awareness | students,student resource | children | public education wetlands | section 7 publications | information centre website to verify | ema website information centre | official ema | public education eac | public education resource | low,importance of wetlands activity booklet | ema km 0108 | importance wetlands | importance wetlands activity | importance,public education | wetlands | activity booklet | environmental awareness | students | importance of wetlands activity booklet | ema km 0108 | importance wetlands | importance wetlands activity | importance | student resource | children | public education wetlands | section 7 publications | information centre website to verify | ema website information centre | official ema | public education eac | public education resource | low,Public education resource,"Education, Participation & Partnerships",,,,,,,,Low,,Public Education / Wetlands,Public Education / Wetlands,,Activity Booklet,Document Access Register,Activity Booklet,Activity Booklet,Guidance / Procedure / Form,,,,,Importance of Wetlands: Activity Booklet importance of wetlands activity booklet public education wetlands activity booklet section 7 publications information centre website to verify ema website information centre public education wetlands activity booklet environmental awareness students importance of wetlands activity booklet ema km 0108 importance wetlands importance wetlands activity importance student resource children public education wetlands section 7 publications information centre website to verify ema website information centre official ema public education eac public education resource low,,Importance of Wetlands: Activity Booklet,,,,EMA,,,,Official EMA,Information Centre / website to verify,public_or_external_link,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,Importance of Wetlands: Activity Booklet,,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Record catalogued under Public Education. No public online copy is currently linked in this register.,Register access metadata,,,,,,Section 7 publications,,,False,True,True,False,,EMA-KM-0109,,False,,public education | environmental awareness | education material | community outreach | students,activity booklet | student resource | children | section 7 publications | information centre website to verify | held by ema | ema information centre | request access | gazette confirmed | information centre request,litter activity booklet | ema km 0109 | litter activity | litter | booklet,public education | environmental awareness | education material | community outreach | students | litter activity booklet | ema km 0109 | litter activity | litter | booklet | activity booklet | student resource | children | section 7 publications | information centre website to verify | held by ema | ema information centre | request access | gazette confirmed | information centre request,Public education resource,"Education, Participation & Partnerships",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,Low,,Public Education,Public Education,,Activity Booklet,Document Access Register,Activity Booklet,Activity Booklet,Guidance / Procedure / Form,,,,,Litter: Activity Booklet litter activity booklet public education activity booklet section 7 publications held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre public education environmental awareness education material community outreach students litter activity booklet ema km 0109 litter activity litter booklet activity booklet student resource children section 7 publications information centre website to verify held by ema ema information centre request access gazette confirmed information centre request,,Litter: Activity Booklet,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Litter: Activity Booklet,,
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Record catalogued under Public Education / Wetlands. No public online copy is currently linked in this register.,Register access metadata,,,,,,Section 7 publications,,,False,True,True,False,,EMA-KM-0110,,False,,public education | wetlands | activity booklet | environmental awareness | students,education resource | curriculum support | student learning | public education wetlands | section 7 publications | held by ema | ema information centre | request access | gazette confirmed | information centre request,wetlands a teachers module | ema km 0110 | wetlands teachers | wetlands teachers module | teachers module,public education | wetlands | activity booklet | environmental awareness | students | wetlands a teachers module | ema km 0110 | wetlands teachers | wetlands teachers module | teachers module | education resource | curriculum support | student learning | public education wetlands | section 7 publications | held by ema | ema information centre | request access | gazette confirmed | information centre request,School education resource,"Education, Participation & Partnerships",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,Low,,Public Education / Wetlands,Public Education / Wetlands,,Teachers' Module,Document Access Register,Teachers' Module,Teachers' Module,Guidance / Procedure / Form,,,,,Wetlands: A Teachers' Module wetlands a teachers module public education wetlands teachers module section 7 publications held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre public education wetlands activity booklet environmental awareness students wetlands a teachers module ema km 0110 wetlands teachers wetlands teachers module teachers module education resource curriculum support student learning public education wetlands section 7 publications held by ema ema information centre request access gazette confirmed information centre request,,Wetlands: A Teachers' Module,,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,Wetlands: A Teachers' Module,,
EMA website,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Publication catalogued under Public Education / Forests.,Record metadata,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,,Section 7 publications,,,False,False,True,True,,EMA-KM-0111,,False,,public education | forests | activity booklet | environmental awareness | students,publication | awareness material | ema publication | outreach | public education forests | section 7 publications | official ema page found | ema website | official ema | public education eac,mystic mora | ema km 0111 | mystic | mora | mystic mora search term 1,public education | forests | activity booklet | environmental awareness | students | mystic mora | ema km 0111 | mystic | mora | mystic mora search term 1 | publication | awareness material | ema publication | outreach | public education forests | section 7 publications | official ema page found | ema website | official ema | public education eac,Children's environmental education,"Education, Participation & Partnerships",,,,,,,,Low,,Public Education / Forests,Public Education / Forests,,Publication,Document Access Register,Publication,Publication,Technical / Research Report,,,,,Mystic Mora mystic mora public education forests publication section 7 publications official ema page found ema website public education forests activity booklet environmental awareness students mystic mora ema km 0111 mystic mora mystic mora search term 1 publication awareness material ema publication outreach public education forests section 7 publications official ema page found ema website official ema public education eac,,Mystic Mora,,,,EMA,,,,Official EMA,Official EMA page found,public_or_external_link,https://www.ema.co.tt/our-environment/public-education/childrens-corner/forests/,,,,Mystic Mora,,
EMA website,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Public Education / EAC,2026.08.27.4,documents,,Survey Report catalogued under Public Education / Behaviour Change.,Record metadata,https://www.ema.co.tt/2020/09/20/ne-ls/,,,,,Section 7 publications / Section 9(1)(e),,,False,False,True,True,,EMA-KM-0112,,False,,public education | behaviour change | environmental literacy | survey | awareness,survey report | public attitudes | knowledge attitudes practices | public education behaviour change | section 7 publications section 9 1 e | official ema news page found | ema website | official ema | public education eac | behaviour change baseline and outreach evidence,national environmental literacy awareness survey knowledge attitudes practices | ema km 0112 | literacy awareness | literacy awareness survey | literacy,public education | behaviour change | environmental literacy | survey | awareness | national environmental literacy awareness survey knowledge attitudes practices | ema km 0112 | literacy awareness | literacy awareness survey | literacy | survey report | public attitudes | knowledge attitudes practices | public education behaviour change | section 7 publications section 9 1 e | official ema news page found | ema website | official ema | public education eac | behaviour change baseline and outreach evidence,Behaviour-change baseline and outreach evidence,"Education, Participation & Partnerships",,,,,,,,High,,Public Education / Behaviour Change,Public Education / Behaviour Change,,Survey Report,Document Access Register,Survey Report,Survey Report,Technical / Research Report,,,,,National environmental literacy / awareness survey national environmental literacy awareness survey knowledge attitudes practices public education behaviour change survey report section 7 publications section 9 1 e official ema news page found ema website public education behaviour change environmental literacy survey awareness national environmental literacy awareness survey knowledge attitudes practices ema km 0112 literacy awareness literacy awareness survey literacy survey report public attitudes knowledge attitudes practices public education behaviour change section 7 publications section 9 1 e official ema news page found ema website official ema public education eac behaviour change baseline and outreach evidence,,National environmental literacy / awareness survey,,,,EMA,,,,Official EMA,Official EMA news page found,public_or_external_link,https://www.ema.co.tt/2020/09/20/ne-ls/,,,,"National environmental literacy / awareness survey: knowledge, attitudes, practices",,
EMA website / Google Drive,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,Managing Director's Office / EAC,2026.08.27.4,documents,,"EMA strategic plan for 2022–2026, covering the Authority’s environmental priorities, critical success factors and performance monitoring framework.",Official EMA webpage / record context,https://www.ema.co.tt/about/,,,,,Section 9(1)(i),,,False,False,True,True,,EMA-KM-0113,,False,,strategic plan | corporate strategy | performance planning | objectives | governance,performance framework | planning cycle | strategy | section 9 1 i | official ema linked | ema website google drive | official ema | managing director s office eac | strategic alignment and annual reporting framework | strategic plan 2022 2026 index 1,strategic plan 2022 2026 | ema km 0113 | strategic plan 2022 | strategic | corporate objectives,strategic plan | corporate strategy | performance planning | objectives | governance | strategic plan 2022 2026 | ema km 0113 | strategic plan 2022 | strategic | corporate objectives | performance framework | planning cycle | strategy | section 9 1 i | official ema linked | ema website google drive | official ema | managing director s office eac | strategic alignment and annual reporting framework | strategic plan 2022 2026 index 1,Strategic alignment and annual reporting framework,Corporate & Institutional Management,,,,,,,,High,,Corporate Strategy,Corporate Strategy,,Strategic Plan,Document Access Register,Strategic Plan,Strategic Plan,"Policy, Strategy & Plan",,,,,Strategic Plan 2022–2026 strategic plan 2022 2026 corporate strategy strategic plan section 9 1 i official ema linked ema website google drive strategic plan corporate strategy performance planning objectives governance strategic plan 2022 2026 ema km 0113 strategic plan 2022 strategic corporate objectives performance framework planning cycle strategy section 9 1 i official ema linked ema website google drive official ema managing director s office eac strategic alignment and annual reporting framework strategic plan 2022 2026 index 1,,Strategic Plan 2022–2026,,,,EMA,,,,Official EMA,Official EMA linked,public_or_external_link,https://www.ema.co.tt/about/,,,,Strategic Plan 2022–2026,"2022, 2026",
EMA website / Google Drive,open_online,,,,,Capture document metadata and local inventory state,,,,Public source page identified; request or verify the official copy through the EMA Information Centre where a confirmed file/version is required.,,,,,,,,,,,,,Quality / ISO,2026.08.27.4,documents,,Quality Policy catalogued under Quality Management.,Record metadata,https://www.ema.co.tt/about/,,,,,Section 8(1)(a)(ii),,,False,True,True,True,,EMA-KM-0114,,True,,quality management | iso 9001 | quality policy | process improvement | document control,quality commitment | customer focus | continuous improvement | section 8 1 a ii | official ema linked | ema website google drive | official ema | quality iso | qms policy baseline | high,ema 9001 2015 quality policy 2019 | ema km 0114 | ema | 9001 2015 | 9001 2015 quality,quality management | iso 9001 | quality policy | process improvement | document control | ema 9001 2015 quality policy 2019 | ema km 0114 | ema | 9001 2015 | 9001 2015 quality | quality commitment | customer focus | continuous improvement | section 8 1 a ii | official ema linked | ema website google drive | official ema | quality iso | qms policy baseline | high,QMS policy baseline,Corporate & Institutional Management,,,,Public source page identified; request or verify the official copy through the EMA Information Centre where a confirmed file/version is required.,,,,High,,Quality Management,Quality Management,,Quality Policy,Document Access Register,Quality Policy,Quality Policy,Corporate / Administrative Record,,,,,"EMA 9001:2015 Quality Policy, 2019 ema 9001 2015 quality policy 2019 quality management quality policy section 8 1 a ii official ema linked ema website google drive held by ema request access through the ema information centre public source page identified request or verify the official copy through the ema information centre where a confirmed file version is required quality management iso 9001 quality policy process improvement document control ema 9001 2015 quality policy 2019 ema km 0114 ema 9001 2015 9001 2015 quality quality commitment customer focus continuous improvement section 8 1 a ii official ema linked ema website google drive official ema quality iso qms policy baseline high",,"EMA 9001:2015 Quality Policy, 2019",,,Held by EMA. Request access through the EMA Information Centre.,EMA,,,,Official EMA,Official EMA linked,ema_public_link,https://www.ema.co.tt/about/,,,,"EMA 9001:2015 Quality Policy, 2019","2015, 2019",
EMA website / Google Drive,open_online,,,,,Capture document metadata and local inventory state,,,,,,,,,,,,,,,,,HR / MD Office,2026.08.27.4,documents,,Organisation Structure catalogued under Corporate Governance.,Record metadata,https://www.ema.co.tt/about/,,,,,Organisational reference,,,False,False,True,True,,EMA-KM-0115,,False,,corporate governance | organisation structure | board | leadership | accountability,org chart | department structure | governance | reporting lines | organisational reference | official ema linked | ema website google drive | official ema | hr md office | org knowledge architecture and ownership mapping,ema approved organisation structure | ema km 0115 | ema | approved organisation | approved organisation structure,corporate governance | organisation structure | board | leadership | accountability | ema approved organisation structure | ema km 0115 | ema | approved organisation | approved organisation structure | org chart | department structure | governance | reporting lines | organisational reference | official ema linked | ema website google drive | official ema | hr md office | org knowledge architecture and ownership mapping,Org knowledge architecture and ownership mapping,Corporate & Institutional Management,,,,,,,,High,,Corporate Governance,Corporate Governance,,Organisation Structure,Document Access Register,Organisation Structure,Organisation Structure,Corporate / Administrative Record,,,,,EMA Approved Organisation Structure ema approved organisation structure corporate governance organisation structure organisational reference official ema linked ema website google drive corporate governance organisation structure board leadership accountability ema approved organisation structure ema km 0115 ema approved organisation approved organisation structure org chart department structure governance reporting lines organisational reference official ema linked ema website google drive official ema hr md office org knowledge architecture and ownership mapping,,EMA Approved Organisation Structure,,,,EMA,,,,Official EMA,Official EMA linked,public_or_external_link,https://www.ema.co.tt/about/,,,,EMA Approved Organisation Structure,,
